SK_ID_CURR,TARGET
100001,0.0653834561951086
100005,0.11735445084545869
100013,0.06797374198253939
100028,0.07088939553667488
100038,0.1179876780995935
100042,0.05372152059899028
100057,0.08070781426151834
100065,0.10026009484848226
100066,0.04875168322182434
100067,0.08509521292853427
100074,0.06399113162423115
100090,0.1086077540399347
100091,0.10531639574925315
100092,0.09208987883980996
100106,0.11931978686659651
100107,0.09175738100796713
100109,0.09408653802491618
100117,0.07389526020830084
100128,0.06691234604607908
100141,0.09065906442089115
100150,0.07188045210270987
100168,0.053561011601254
100169,0.039884249208099645
100170,0.0810612084314398
100171,0.09630558611214576
100172,0.11683916633667196
100184,0.06842716767913706
100187,0.05826804477036984
100212,0.07567115880996399
100222,0.08720514679013401
100223,0.056275319294051655
100232,0.06529671452464916
100241,0.12504557582125445
100245,0.06936569039266467
100253,0.05760653924329138
100256,0.09281719073628444
100271,0.05367981565531565
100278,0.10937135510619972
100280,0.06380999979188869
100306,0.13114468752431332
100311,0.10272126850062518
100312,0.05721537317584551
100330,0.07952137687412417
100331,0.09010745671671752
100352,0.08112772705593675
100358,0.09819564805756102
100367,0.08330516065146824
100382,0.07649510232572794
100384,0.07068655037874705
100385,0.09076201439317823
100386,0.07497290103959464
100399,0.06471885555086393
100404,0.06747641279555144
100416,0.06061555957430175
100422,0.12108001691222256
100426,0.07594774869103144
100438,0.06635715610006836
100444,0.09565280072100046
100445,0.11092187718449974
100446,0.09691346401321188
100447,0.060605152554164286
100450,0.06718961564477627
100466,0.07870352495907947
100483,0.06708286239571591
100484,0.049687546913289145
100494,0.08299903498055919
100510,0.10772835963443916
100512,0.05627539275023227
100517,0.06933346548400694
100548,0.05217403725737832
100551,0.06642636888213578
100552,0.11711280285510904
100553,0.07933755260857532
100561,0.08971554569846124
100568,0.12545692061256636
100569,0.06026550565537981
100591,0.08909233352535756
100592,0.04968921067304379
100602,0.08738200284366404
100607,0.08065158243121436
100613,0.07563958158632302
100617,0.06670384629745399
100618,0.09214752120768976
100622,0.1393350580785369
100625,0.09348314096819967
100677,0.08163284309937502
100699,0.07816059238445981
100702,0.13325292633829772
100711,0.06611711261341822
100729,0.12745929129910577
100740,0.10803534662354564
100744,0.10124540474998732
100745,0.09305244807855503
100747,0.09660801331429142
100751,0.09963307845062071
100752,0.0778618238908155
100753,0.13312829907680626
100754,0.09733652169458382
100760,0.09519520648027067
100762,0.08626018674930083
100763,0.07693677484734363
100765,0.07523684309442341
100770,0.08957979032471741
100772,0.07562834226220991
100777,0.07987136987148018
100791,0.0665958433004663
100792,0.06281795135178274
100797,0.0863942220201839
100823,0.0914750652875588
100826,0.09172254887856124
100830,0.06085826295403035
100836,0.1122041536738903
100872,0.08224056560971367
100910,0.08637073061067539
100913,0.05968845555074001
100918,0.08446834290164337
100931,0.0556167578369971
100952,0.10700738353773998
100953,0.07162645817110697
100965,0.09631421639429288
100970,0.0732096041243417
100982,0.10486051783184042
100983,0.083360089418315
100984,0.06647387309986207
100987,0.1070764963192594
100997,0.07705751592170684
100998,0.11660467212318203
101002,0.09374157950448744
101005,0.12264101000060006
101008,0.11590595811513421
101020,0.09627678905768258
101021,0.09292482389051773
101024,0.07628748785493972
101025,0.12291311995625138
101026,0.07718946997154169
101031,0.0710162389437087
101041,0.06079727310261469
101051,0.052060648554629635
101055,0.08841897744422536
101056,0.10354112169255518
101057,0.09867248576767086
101064,0.06479239933311105
101079,0.07985678204009598
101087,0.08036683275607225
101090,0.05724909952257704
101092,0.0845879059767724
101097,0.09485108822197741
101099,0.05397064576030956
101107,0.09210897058698676
101118,0.0924163430092322
101125,0.08506483676055633
101126,0.07018489335855457
101128,0.10145759108902341
101136,0.11329384655796283
101140,0.0947743441913034
101149,0.07000776153224762
101160,0.06648723896093002
101169,0.1108158135713419
101181,0.074317219475412
101186,0.054514131091949615
101190,0.10127352953044445
101193,0.10757799649628542
101194,0.07941461417618283
101198,0.0898236458817449
101200,0.06252922142529424
101204,0.09448868353274315
101211,0.07021624746206655
101213,0.07380113504372929
101223,0.07635160587096272
101225,0.095694196290424
101237,0.07241270860428674
101243,0.07450796726167302
101244,0.1085795334734405
101258,0.06424726142772091
101259,0.13270964605613286
101268,0.09928078422188373
101269,0.06777587255242731
101271,0.10688368741346432
101279,0.059028285621527066
101281,0.07704578494674358
101287,0.07278848484759708
101292,0.06057391825269629
101294,0.0718985234522441
101296,0.059982649069423036
101297,0.07538073021503325
101299,0.062093807729455344
101301,0.07661425414299164
101305,0.06935130946329869
101308,0.0591652247199357
101318,0.05296786928785226
101327,0.10076540490748169
101329,0.10457565361478847
101332,0.05571648945691222
101337,0.08425986182403646
101343,0.061732855637850026
101345,0.06764316846405967
101346,0.0867734540012741
101353,0.0471852882011293
101354,0.10279461437929291
101355,0.09181167444887625
101356,0.05262583617012373
101362,0.10280055777654895
101363,0.12784001769068074
101365,0.06980877209861468
101366,0.0930575872692601
101367,0.11994328965746742
101368,0.05144044601876242
101374,0.10724321124638948
101380,0.06454464230849409
101383,0.05572806233081541
101398,0.05004781741188094
101399,0.11952890499970784
101401,0.10510150109464464
101412,0.09452674230824538
101426,0.10513458812149794
101427,0.12898600627418277
101428,0.09330803949043957
101429,0.08353426169911231
101434,0.07365471298479365
101440,0.08880706226756824
101448,0.092141153116892
101449,0.07894700967620012
101465,0.07329658496279441
101467,0.07439376286924052
101472,0.12970686185938235
101478,0.0744754519891897
101497,0.07632620165627287
101504,0.06717636142745673
101547,0.07557330788783238
101548,0.09412221317784877
101555,0.07443059879605116
101570,0.08643014154335085
101572,0.06898631358305503
101578,0.07599059487587928
101580,0.10020828086547615
101588,0.08995178701740489
101602,0.07746081594475789
101610,0.09120304301838868
101614,0.10758753789389419
101616,0.09132614442636204
101643,0.09400331416540578
101644,0.0889291221290069
101649,0.0823285111358211
101650,0.09104844743942618
101665,0.053458613794551586
101667,0.10687217245281405
101669,0.05386636922300802
101674,0.09975853809556892
101675,0.07707462162674225
101678,0.09385189897835312
101682,0.08185732160042748
101686,0.0873310595632777
101697,0.1314045397872245
101700,0.09018363361057759
101711,0.05992632339629932
101714,0.04686232315236294
101715,0.10444701973448794
101728,0.0818008658326686
101732,0.06902647867934698
101757,0.0750168120679445
101758,0.09903552739897781
101759,0.09319543762666367
101762,0.047244870312211994
101764,0.0746008839818947
101780,0.10758159806776083
101784,0.08899952265436888
101789,0.06361566100812718
101816,0.07138142864854292
101819,0.06592570519631352
101827,0.0481001369172113
101863,0.09283354020696634
101867,0.10732805783561512
101870,0.06080819484116076
101873,0.10060307874388699
101878,0.07807142812160599
101879,0.052669426851653274
101880,0.06542508906384568
101887,0.0979613861502074
101897,0.05669538884097539
101901,0.06689802515576039
101903,0.13904627440606593
101920,0.07843574728973514
101921,0.07955282444588908
101922,0.06887324301225356
101961,0.1197116197682439
101962,0.07621369607025888
101971,0.07936738297576022
101976,0.109710908716087
102002,0.09625357381466061
102005,0.06687052066395523
102007,0.123742520948985
102017,0.0634539312769397
102019,0.11348680084322578
102029,0.05728444968202931
102051,0.08889831391016662
102052,0.06190495828380406
102054,0.07324607895952441
102062,0.10823437602997311
102067,0.08618200106660923
102068,0.0835016969201146
102070,0.06951911717642825
102090,0.06930709982355643
102092,0.12046623847287626
102099,0.1194196307442356
102100,0.04942578375425273
102112,0.09522027296177815
102113,0.08602548801476494
102122,0.09405018339991958
102123,0.06795556769398903
102125,0.06499922692311935
102126,0.08666913789780589
102146,0.08707239571415257
102147,0.09121052833607149
102151,0.08803612798678612
102158,0.07343467068493024
102159,0.06906541128022436
102162,0.0665310909872433
102165,0.07213068805784044
102166,0.09493947238452284
102174,0.07193533926863402
102193,0.11553903616332771
102198,0.07118607712287142
102205,0.08771429196573408
102206,0.08129567433070688
102218,0.08210572265678207
102221,0.08408672112572758
102230,0.07914854787063455
102238,0.08690354183920848
102248,0.0514592620709305
102252,0.09685829804430388
102259,0.0637861671887813
102262,0.08978247292581196
102273,0.057934250608318166
102286,0.06978400096436858
102293,0.08058632511968657
102294,0.06097162493272789
102296,0.07705798873816269
102298,0.09632495378524075
102303,0.06541146725072329
102309,0.09156848359347439
102315,0.061763228805476786
102340,0.06499414870196595
102342,0.06648924003988006
102344,0.07035492468770853
102346,0.11256567169451286
102347,0.056764917679445887
102374,0.09497903141284403
102380,0.0958342147858796
102387,0.08536228229761947
102393,0.07180379273814945
102403,0.07882726934767988
102413,0.09011835811864004
102414,0.053551045505144126
102415,0.07567429975127042
102416,0.08011152597058002
102439,0.08620834798544935
102441,0.07068003338058954
102443,0.0713026903026647
102444,0.07114933029853994
102445,0.12598869427382228
102448,0.06383132244136379
102449,0.08330731723249664
102450,0.1271156693127347
102456,0.07511985487690691
102458,0.08659977702653869
102459,0.07285085959815919
102465,0.05550420118736483
102470,0.11230102307630829
102471,0.06662190265892821
102475,0.11446013244769836
102476,0.10346329172530129
102506,0.07517758141667305
102509,0.06237456872224465
102519,0.0733899405546163
102522,0.06798198368383102
102545,0.07237913821048687
102549,0.10151807644878116
102562,0.05924482881759458
102563,0.07364200402750261
102568,0.10554931923573735
102582,0.09781106060541254
102592,0.057843394646659226
102597,0.08419827841889753
102605,0.09640195473655289
102614,0.0879962586591862
102617,0.08568655204886043
102634,0.06779971905911025
102652,0.07039931330624423
102655,0.04764812630451821
102671,0.056927548326485694
102694,0.07034152258391531
102701,0.10410833836385593
102703,0.05578090338207244
102704,0.061773573647989896
102713,0.04364593919469777
102720,0.09791225904587486
102731,0.061585020855026006
102733,0.07493126905145144
102749,0.10861645178659557
102755,0.06418666739091279
102763,0.06923430459196915
102770,0.10546563438569753
102772,0.0926861466542567
102799,0.09008904886412644
102838,0.07660333150506292
102854,0.06468857108393038
102862,0.11153859701267432
102863,0.08378269656716952
102867,0.06969519865565908
102868,0.06638823442552048
102878,0.0754250340576123
102887,0.08749640364040236
102898,0.10924329791217749
102904,0.07948698062445754
102912,0.10904499168306708
102919,0.06111882350991573
102927,0.07634503090546754
102932,0.08474806635335766
102933,0.1262548161501126
102935,0.05536187995317285
102958,0.09207741442061369
102969,0.09155575519612259
102971,0.06899176255847457
102975,0.06378733840007313
102979,0.08519202045195329
102982,0.05714248777703039
102987,0.09405608991111734
102989,0.08022550285592302
102995,0.07529632605987996
102996,0.07237115188320874
103000,0.05597686095931185
103001,0.09471361185939996
103004,0.07155916603066272
103010,0.07627369899677153
103025,0.09626984584735901
103029,0.08988599190949786
103046,0.09173344353965647
103056,0.06426538809141673
103062,0.08145137192445162
103078,0.09900624528590726
103083,0.05310850543162589
103092,0.0872435339389825
103096,0.08067942250690302
103097,0.09219247138827764
103102,0.12141879981117966
103112,0.0811218951814383
103132,0.0547699483496887
103144,0.0892769595637079
103145,0.07117368447639488
103146,0.06949356579491976
103147,0.09837080429256018
103158,0.0696854621401358
103171,0.10805184303419305
103173,0.06512132674639172
103184,0.08237532122522906
103195,0.09204304222535473
103196,0.062021176110506566
103206,0.07135220405738196
103230,0.08287340154376586
103231,0.10212877281798284
103232,0.08867392466019895
103239,0.0955903801660163
103240,0.084757404280915
103243,0.07426599381213451
103252,0.09069053630627855
103258,0.08192075605487505
103259,0.08348862533037099
103279,0.06951120743903316
103280,0.05323804617555971
103286,0.07809644034104495
103287,0.11410632746411906
103290,0.08116650998047345
103298,0.09754618544381909
103315,0.04285393729504469
103319,0.06078881051657029
103334,0.11388341177664674
103336,0.08712507663691611
103345,0.08627888153641457
103368,0.07793414295594082
103371,0.10549435359420453
103377,0.07379493701706455
103398,0.06575531247142961
103404,0.05830371110789213
103408,0.09187013994697737
103410,0.0690310514895114
103418,0.061349610678778914
103420,0.11244821940281326
103432,0.09381001635850249
103433,0.06761901148341101
103436,0.05626942866938623
103440,0.08694358969134032
103453,0.07854825966872321
103459,0.09347400505008924
103460,0.06894936128774301
103461,0.05973676504194255
103462,0.09649851457655154
103473,0.08648603322997525
103474,0.057587121687892005
103475,0.09451431423407143
103478,0.1020087529608304
103480,0.08854539160463677
103484,0.05939191120206902
103494,0.0768245805572255
103513,0.10532870179333503
103515,0.08091850491282919
103516,0.12668194073997194
103525,0.09999087954571002
103541,0.11373152571850013
103544,0.06766094216331135
103562,0.1143371260807451
103570,0.1542308633853141
103572,0.12132375831446206
103574,0.06901957238608972
103575,0.08884966644891051
103591,0.09752003551575465
103594,0.06272631692789343
103609,0.0625746598475479
103613,0.061167790072615635
103614,0.059644674414494024
103615,0.05334455021790752
103624,0.09045818351524146
103625,0.1380764708300961
103628,0.11206099444249977
103629,0.06339286540201247
103647,0.07730213940757244
103648,0.09569286726102706
103651,0.07392958323569127
103658,0.055659799593515843
103668,0.08011078528607592
103669,0.07615230390460702
103676,0.08550974237550542
103682,0.07024324984852026
103683,0.05013089806541397
103689,0.06160135958422806
103725,0.05387205336966097
103733,0.08124507346411466
103744,0.04942163477734687
103762,0.09730060405790879
103771,0.09713888265273278
103773,0.056012072835579574
103783,0.10090591428872389
103784,0.08549946441198948
103808,0.05195242951894589
103812,0.05946354500580681
103813,0.08422549076669542
103814,0.06875469048722041
103818,0.12181861299715332
103824,0.08547883674856885
103828,0.05139120869897943
103830,0.07191045168528598
103840,0.06467933631186255
103842,0.09475258691395229
103847,0.10486627295572856
103848,0.09836388673950698
103851,0.054920710738446496
103854,0.12004319459834949
103857,0.1504514925112819
103861,0.048093550006298315
103862,0.08181551468725208
103865,0.07676991080494595
103870,0.05539891090190554
103876,0.0797656998560517
103891,0.13651857068823314
103908,0.06685224224090582
103914,0.07500160814807169
103918,0.08942617999180744
103940,0.08696832231033329
103963,0.10978923455355415
103966,0.09457564074096494
103971,0.10734564662376224
103980,0.09385213621488812
103984,0.062192271260304716
103985,0.07061595706905754
103998,0.11460006603910945
104019,0.07015384677853428
104026,0.07686914393573403
104035,0.10488249740547975
104044,0.06609295009992232
104045,0.08855353502483973
104047,0.08831986451753247
104051,0.05739863968744966
